Lrhomboides-Gene-Name,Percent-Identity,E-value,Bit-Score,Query-Coverage-Percent,Match-Ensembl-ID,Gene-Name,Gene-Description
Lrhomboides00002966,90.795,5.39E-149,415,100,ENSSAUG00010017903,odam,uncharacterized LOC115588421 [Source:NCBI gene;Acc:115588421]
Lrhomboides00002968,93.842,0,1254,94,ENSSAUG00010017897,sparcl1,SPARC-like protein 1 [Source:NCBI gene;Acc:115570942]
Lrhomboides00002969,96.084,0,664,99,ENSSAUG00010017893,aptx,aprataxin [Source:NCBI gene;Acc:115584552]
Lrhomboides00002970,98.565,0,843,98,ENSSAUG00010017883,dnaja1,DnaJ heat shock protein family (Hsp40) member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-2642]
Lrhomboides00002971,89.919,0,901,100,ENSSAUG00010017881,smu1b,WD40 repeat-containing protein SMU1-like [Source:NCBI gene;Acc:115584527]
Lrhomboides00002972,91.362,0,563,100,ENSSAUG00010017880,,perilipin-2-like [Source:NCBI gene;Acc:115584542]
Lrhomboides00002973,100,0,501,100,ENSSAUG00010017877,rps6,ribosomal protein S6 [Source:NCBI gene;Acc:115591754]
Lrhomboides00002974,93.141,0,507,100,ENSSAUG00010017874,acer2,alkaline ceramidase 2 [Source:NCBI gene;Acc:115588198]
Lrhomboides00002975,100,0,542,100,ENSSAUG00010017833,,tetraspanin-5 [Source:NCBI gene;Acc:115588711]
Lrhomboides00002976,92.614,0,1622,98,ENSSAUG00010015720,mttp,microsomal triglyceride transfer protein [Source:NCBI gene;Acc:115592629]
Lrhomboides00002977,97.794,0,1110,100,ENSSAUG00010015645,lgi2b,leucine-rich repeat LGI family member 2-like [Source:NCBI gene;Acc:115565922]
Lrhomboides00002978,90.653,0,952,99,ENSSAUG00010015638,ccdc149b,coiled-coil domain-containing protein 149-like [Source:NCBI gene;Acc:115597736]
Lrhomboides00002979,93.901,0,1508,100,ENSSAUG00010015340,dhx15,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Source:NCBI gene;Acc:115597679]
Lrhomboides00002980,87.873,0,953,100,ENSSAUG00010015243,slc22a7b.3,solute carrier family 22 member 7-like [Source:NCBI gene;Acc:115565984]
Lrhomboides00002981,88.403,0,977,92,ENSSAUG00010015239,slc22a7b.1,solute carrier family 22 member 7b; tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1311]
Lrhomboides00002982,86.381,0,969,99,ENSSAUG00010015233,,solute carrier family 22 member 7-like [Source:NCBI gene;Acc:115585720]
Lrhomboides00002983,89.544,0,947,92,ENSSAUG00010015233,,solute carrier family 22 member 7-like [Source:NCBI gene;Acc:115585720]
Lrhomboides00002984,92.414,9.93E-91,274,100,ENSSAUG00010015222,,solute carrier family 22 member 7b; tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1311]
Lrhomboides00002985,92.458,0,699,76,ENSSAUG00010015222,,solute carrier family 22 member 7b; tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1311]
Lrhomboides00002986,93.614,0,1179,58,ENSSAUG00010015221,synpo2b,synaptopodin 2b [Source:ZFIN;Acc:ZDB-GENE-101230-1]
Lrhomboides00002987,97.046,4.04E-173,476,100,ENSSAUG00010015218,myoz2b,myozenin-2-like [Source:NCBI gene;Acc:115585773]
Lrhomboides00002988,98.332,0,2080,97,ENSSAUG00010015214,usp53b,inactive ubiquitin carboxyl-terminal hydrolase 53-like [Source:NCBI gene;Acc:115585692]
Lrhomboides00002989,98.485,3.48E-94,268,100,ENSSAUG00010015212,fabp2,fatty acid-binding protein; intestinal-like [Source:NCBI gene;Acc:115585788]
Lrhomboides00002990,94.435,0,1177,99,ENSSAUG00010015185,gucy1b1,guanylate cyclase 1 soluble subunit beta 1 [Source:ZFIN;Acc:ZDB-GENE-090313-160]
Lrhomboides00002991,98.521,0,1378,100,ENSSAUG00010015168,gucy1a1,guanylate cyclase 1 soluble subunit alpha 1 [Source:NCBI gene;Acc:115585700]
Lrhomboides00002992,85.535,0,783,100,ENSSAUG00010015154,ufsp2,UFM1 specific peptidase 2 [Source:NCBI gene;Acc:115585469]
Lrhomboides00002993,75.848,0,629,98,ENSSAUG00010015150,cfap97,cilia and flagella associated protein 97 [Source:ZFIN;Acc:ZDB-GENE-030131-9405]
Lrhomboides00002994,97.315,0,598,100,ENSSAUG00010015145,SLC25A4,solute carrier family 25 member 4 [Source:NCBI gene;Acc:115586551]
Lrhomboides00002995,98.667,4.13E-169,466,100,ENSSAUG00010015141,helt,helt bHLH transcription factor [Source:NCBI gene;Acc:404275]
Lrhomboides00002996,92.297,0,1381,97,ENSSAUG00010007050,acsl1a,long-chain-fatty-acid--CoA ligase 1-like [Source:NCBI gene;Acc:115583231]
Lrhomboides00002997,80.334,0,871,100,ENSSAUG00010006882,primpol,primase and DNA directed polymerase [Source:NCBI gene;Acc:115583272]
Lrhomboides00002999,93.6,0,722,100,ENSSAUG00010006803,TACR3,neuromedin-K receptor-like [Source:NCBI gene;Acc:115583292]
Lrhomboides00003000,93.115,0,593,99,ENSSAUG00010003107,acy3.2,aspartoacylase (aminocyclase) 3; tandem duplicate 2 [Source:NCBI gene;Acc:436619]
Lrhomboides00003001,95.161,3.66E-174,480,100,ENSSAUG00010006787,cldnd1b,claudin domain-containing protein 1-like [Source:NCBI gene;Acc:115583331]
Lrhomboides00003002,85.388,0,1129,52,ENSSAUG00010003233,glb1,galactosidase beta 1 [Source:NCBI gene;Acc:115583252]
Lrhomboides00003003,87.519,0,1193,100,ENSSAUG00010003027,,hydroperoxide isomerase ALOXE3-like [Source:NCBI gene;Acc:115580558]
Lrhomboides00003004,88.312,3.27E-93,285,100,ENSSAUG00010018540,,arachidonate 12-lipoxygenase; 12R-type-like [Source:NCBI gene;Acc:115592157]
Lrhomboides00003005,84.155,0,1157,100,ENSSAUG00010003027,,hydroperoxide isomerase ALOXE3-like [Source:NCBI gene;Acc:115580558]
Lrhomboides00003006,76.532,0,1047,100,ENSSAUG00010018789,,hydroperoxide isomerase ALOXE3-like [Source:NCBI gene;Acc:115580546]
Lrhomboides00003007,86.207,0,1179,100,ENSSAUG00010018784,,
Lrhomboides00003008,87.556,0,1210,100,ENSSAUG00010018784,,
Lrhomboides00003009,97.464,0,531,67,ENSSAUG00010018774,,coiled-coil domain containing 86 [Source:NCBI gene;Acc:115591233]
Lrhomboides00003010,99.363,4.76E-114,321,100,ENSSAUG00010018772,rnf24,ring finger protein 24 [Source:ZFIN;Acc:ZDB-GENE-041114-40]
Lrhomboides00003011,98.73,0,1139,100,ENSSAUG00010018768,smox,spermine oxidase [Source:NCBI gene;Acc:115588427]
Lrhomboides00003012,100,0,703,52,ENSSAUG00010018737,fbxo41,F-box protein 41 [Source:NCBI gene;Acc:115584077]
Lrhomboides00003013,99.597,0,1017,100,ENSSAUG00010018733,,early growth response protein 1-B-like [Source:NCBI gene;Acc:115583491]
Lrhomboides00003014,97.16,0,1717,100,ENSSAUG00010018731,mogs,mannosyl-oligosaccharide glucosidase [Source:NCBI gene;Acc:115591197]
Lrhomboides00003015,95.595,0,889,99,ENSSAUG00010018727,pdcd4a,programmed cell death protein 4-like [Source:NCBI gene;Acc:115583503]
Lrhomboides00003016,94.358,0,794,100,ENSSAUG00010018725,,uncharacterized LOC115582629 [Source:NCBI gene;Acc:115582629]
Lrhomboides00003017,98.658,5.48E-102,292,100,ENSSAUG00010018724,mxd4,MAX dimerization protein 4 [Source:NCBI gene;Acc:115586242]
Lrhomboides00003018,96.667,9.09E-155,428,100,ENSSAUG00010018719,,PRELI domain-containing protein 1; mitochondrial-like [Source:NCBI gene;Acc:115591350]
Lrhomboides00003019,92.308,1.08E-55,171,68,ENSSAUG00010018717,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6 [Source:NCBI gene;Acc:115591368]
Lrhomboides00003021,99.59,0,510,97,ENSSAUG00010018714,mtap,methylthioadenosine phosphorylase [Source:NCBI gene;Acc:115591346]
Lrhomboides00003022,97.581,4.01E-84,242,100,ENSSAUG00010018712,cdkn2a/b,cyclin dependent kinase inhibitor 2B [Source:NCBI gene;Acc:115591376]
Lrhomboides00003023,95.33,0,3559,100,ENSSAUG00010018703,tet2,tet methylcytosine dioxygenase 2 [Source:NCBI gene;Acc:115579074]
Lrhomboides00003024,95.549,0,669,99,ENSSAUG00010018692,ppa2,inorganic pyrophosphatase 2 [Source:NCBI gene;Acc:115579087]
Lrhomboides00003026,92.346,0,1526,100,ENSSAUG00010018687,arhgef38,Rho guanine nucleotide exchange factor 38 [Source:NCBI gene;Acc:115586392]
Lrhomboides00003027,98.238,0,887,100,ENSSAUG00010018684,ints12,integrator complex subunit 12 [Source:NCBI gene;Acc:115586408]
Lrhomboides00003028,93.427,0,792,92,ENSSAUG00010018641,gstcd,glutathione S-transferase; C-terminal domain containing [Source:ZFIN;Acc:ZDB-GENE-050320-41]
Lrhomboides00003029,80.464,0,853,89,ENSSAUG00010018549,npnta,nephronectin [Source:NCBI gene;Acc:115586449]
Lrhomboides00003030,92.444,0,1308,100,ENSSAUG00010018544,,
Lrhomboides00003031,89.104,0,1217,100,ENSSAUG00010018540,,arachidonate 12-lipoxygenase; 12R-type-like [Source:NCBI gene;Acc:115592157]
Lrhomboides00003032,95.158,0,1723,94,ENSSAUG00010018488,tbck,TBC1 domain containing kinase [Source:NCBI gene;Acc:115584252]
Lrhomboides00003033,90.506,0,567,98,ENSSAUG00010018483,aimp1a,aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:NCBI gene;Acc:115584284]
Lrhomboides00003034,96,2.55E-46,149,93,ENSSAUG00010018482,dkk2,dickkopf WNT signaling pathway inhibitor 2 [Source:NCBI gene;Acc:115590422]
Lrhomboides00003035,92.857,2.41E-23,90.1,67,ENSSAUG00010018482,dkk2,dickkopf WNT signaling pathway inhibitor 2 [Source:NCBI gene;Acc:115590422]
Lrhomboides00003036,98.878,0,1290,100,ENSSAUG00010017671,papss1,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:NCBI gene;Acc:115589230]
Lrhomboides00003037,96.286,0,735,89,ENSSAUG00010017667,sgms2a,sphingomyelin synthase 2a [Source:ZFIN;Acc:ZDB-GENE-070730-2]
Lrhomboides00003038,91.541,0,1006,100,ENSSAUG00010017666,cyp2u1,cytochrome P450 2U1 [Source:NCBI gene;Acc:115589948]
Lrhomboides00003039,94.822,0,593,100,ENSSAUG00010017665,hadh,hydroxyacyl-CoA dehydrogenase [Source:NCBI gene;Acc:115589996]
Lrhomboides00003040,98.174,7.25E-162,454,81,ENSSAUG00010017607,lef1,lymphoid enhancer binding factor 1 [Source:NCBI gene;Acc:115589955]
Lrhomboides00003041,94.048,0,653,100,ENSSAUG00010017605,MCUB,mitochondrial calcium uniporter dominant negative beta subunit [Source:NCBI gene;Acc:115589983]
Lrhomboides00003043,96.373,3.84E-140,389,100,ENSSAUG00010017581,PLA2G12A,phospholipase A2 group XIIA [Source:NCBI gene;Acc:115595848]
Lrhomboides00003044,98.677,0,778,100,ENSSAUG00010017579,dnajb14,DnaJ heat shock protein family (Hsp40) member B14 [Source:NCBI gene;Acc:115591580]
Lrhomboides00003045,96.036,0,1116,100,ENSSAUG00010017034,TTC39B,tetratricopeptide repeat protein 39B-like [Source:NCBI gene;Acc:115590806]
Lrhomboides00003046,93.717,0,754,100,ENSSAUG00010017016,snapc3,small nuclear RNA activating complex polypeptide 3 [Source:NCBI gene;Acc:115591992]
Lrhomboides00003047,89.243,0,743,98,ENSSAUG00010017014,PSIP1,PC4 and SFRS1-interacting protein-like [Source:NCBI gene;Acc:115591029]
Lrhomboides00003048,98.968,0,2185,100,ENSSAUG00010017001,bnc2,basonuclin 2 [Source:NCBI gene;Acc:115581862]
Lrhomboides00003049,100,2.01E-48,166,73,ENSSAUG00010017001,bnc2,basonuclin 2 [Source:NCBI gene;Acc:115581862]
Lrhomboides00003051,89.494,0,2113,85,ENSSAUG00010016997,cntln,centlein [Source:NCBI gene;Acc:115592641]
Lrhomboides00003052,95.64,0,681,97,ENSSAUG00010016977,sh3gl2a,endophilin-A1-like [Source:NCBI gene;Acc:115580758]
Lrhomboides00003053,90.233,0,2799,98,ENSSAUG00010016969,,uncharacterized LOC115592271 [Source:NCBI gene;Acc:115592271]
Lrhomboides00003054,90.26,0,569,67,ENSSAUG00010016964,trmo,tRNA methyltransferase O [Source:ZFIN;Acc:ZDB-GENE-051023-15]
Lrhomboides00003056,87.5,2.15E-144,405,100,ENSSAUG00010016959,anp32b,acidic nuclear phosphoprotein 32 family member B [Source:NCBI gene;Acc:115580521]
Lrhomboides00003057,94.646,0,1036,99,ENSSAUG00010016955,coro2a,coronin 2A [Source:NCBI gene;Acc:115580513]
Lrhomboides00003058,94.519,0,1842,100,ENSSAUG00010016521,uso1,USO1 vesicle transport factor [Source:NCBI gene;Acc:115579007]
Lrhomboides00003059,99.803,0,1023,100,ENSSAUG00010016487,G3BP2,G3BP stress granule assembly factor 2 [Source:NCBI gene;Acc:115579509]
Lrhomboides00003060,98.782,0,1865,100,ENSSAUG00010015629,pkd2,polycystin 2; transient receptor potential cation channel [Source:NCBI gene;Acc:115591125]
Lrhomboides00003061,87.406,0,1180,100,ENSSAUG00010013767,abcg2d,ATP-binding cassette sub-family G member 2-like [Source:NCBI gene;Acc:115588406]
Lrhomboides00003062,97.941,0,704,88,ENSSAUG00010013751,ppm1k,protein phosphatase; Mg2+/Mn2+ dependent 1K [Source:NCBI gene;Acc:115582581]
Lrhomboides00003063,92.418,0,1949,100,ENSSAUG00010013704,herc3,HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:NCBI gene;Acc:115574291]
Lrhomboides00003064,92.557,0,977,68,ENSSAUG00010012875,fam13a,family with sequence similarity 13 member A [Source:NCBI gene;Acc:115575061]
Lrhomboides00003066,92.395,0,2629,100,ENSSAUG00010012868,zgc:154142,ovochymase-2-like [Source:NCBI gene;Acc:115571574]
Lrhomboides00003067,97.324,0,606,85,ENSSAUG00010012864,elmod2,ELMO domain containing 2 [Source:NCBI gene;Acc:115579861]
Lrhomboides00003068,96.732,0,618,100,ENSSAUG00010012861,ucp1,mitochondrial uncoupling protein 2-like [Source:NCBI gene;Acc:115579854]
Lrhomboides00003069,98.05,0,2595,100,ENSSAUG00010009612,tbc1d9,TBC1 domain family member 9 [Source:NCBI gene;Acc:115579844]
Lrhomboides00003070,82.667,1.46E-88,263,94,ENSSAUG00010018483,aimp1a,aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:NCBI gene;Acc:115584284]
Lrhomboides00003071,89.842,0,805,100,ENSSAUG00010009531,rnf150a,ring finger protein 150 [Source:NCBI gene;Acc:115581258]
Lrhomboides00003072,88.957,0,518,100,ENSSAUG00010009530,znf330,zinc finger protein 330 [Source:NCBI gene;Acc:115581264]
Lrhomboides00003074,98.248,0,1633,97,ENSSAUG00010008419,inpp4b,inositol polyphosphate-4-phosphatase type II B [Source:NCBI gene;Acc:115587062]
Lrhomboides00003075,94.67,0,1513,100,ENSSAUG00010008355,gab1,GRB2 associated binding protein 1 [Source:NCBI gene;Acc:115583192]
Lrhomboides00003076,98.462,0,2103,100,ENSSAUG00010008342,usp38,ubiquitin specific peptidase 38 [Source:NCBI gene;Acc:115588317]
Lrhomboides00003077,90.769,0,1910,100,ENSSAUG00010008122,smarca5,SWI/SNF related; matrix associated; actin dependent regulator of chromatin; subfamily a; member 5 [Source:ZFIN;Acc:ZDB-GENE-021125-1]
Lrhomboides00003078,97.409,3.97E-125,390,100,ENSSAUG00010008078,frem3,FRAS1 related extracellular matrix 3 [Source:NCBI gene;Acc:115585079]
Lrhomboides00003079,99.303,0,609,100,ENSSAUG00010008078,frem3,FRAS1 related extracellular matrix 3 [Source:NCBI gene;Acc:115585079]
Lrhomboides00003080,98.077,2.64E-99,314,100,ENSSAUG00010008078,frem3,FRAS1 related extracellular matrix 3 [Source:NCBI gene;Acc:115585079]
Lrhomboides00003081,98.007,0,602,100,ENSSAUG00010008078,frem3,FRAS1 related extracellular matrix 3 [Source:NCBI gene;Acc:115585079]
Lrhomboides00003082,97.512,0,3437,96,ENSSAUG00010008078,frem3,FRAS1 related extracellular matrix 3 [Source:NCBI gene;Acc:115585079]
Lrhomboides00003084,99.142,0,1437,100,ENSSAUG00010008031,hhip,hedgehog interacting protein [Source:NCBI gene;Acc:115588330]
Lrhomboides00003086,99.362,0,977,100,ENSSAUG00010008009,smad1,SMAD family member 1 [Source:NCBI gene;Acc:115590701]
Lrhomboides00003087,91.063,0,758,100,ENSSAUG00010008007,mmaa,metabolism of cobalamin associated A [Source:NCBI gene;Acc:115592615]
Lrhomboides00003088,86.054,3.39E-162,483,91,ENSSAUG00010008005,znf827,zinc finger protein 827 [Source:NCBI gene;Acc:115584377]
Lrhomboides00003089,98.243,0,1457,98,ENSSAUG00010008005,znf827,zinc finger protein 827 [Source:NCBI gene;Acc:115584377]
Lrhomboides00003090,100,1.55E-54,166,71,ENSSAUG00010008003,lsm6,LSM6 homolog; U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene;Acc:115567300]
Lrhomboides00003091,98.691,0,765,100,ENSSAUG00010008002,pou4f2,POU class 4 homeobox 2 [Source:NCBI gene;Acc:115591269]
Lrhomboides00003092,87.696,0,789,100,ENSSAUG00010008000,ednraa,endothelin receptor type A [Source:NCBI gene;Acc:115591383]
Lrhomboides00003093,96.359,0,826,97,ENSSAUG00010007969,tmem184c,transmembrane protein 184C [Source:NCBI gene;Acc:115585963]
Lrhomboides00003094,94.007,0,1648,99,ENSSAUG00010007940,prmt9,protein arginine methyltransferase 9 [Source:ZFIN;Acc:ZDB-GENE-080728-4]
Lrhomboides00003095,96.301,0,1464,99,ENSSAUG00010007629,arhgap10,Rho GTPase activating protein 10 [Source:NCBI gene;Acc:115586880]
Lrhomboides00003096,100,3.52E-144,429,82,ENSSAUG00010007622,nr3c2,nuclear receptor subfamily 3; group C; member 2 [Source:ZFIN;Acc:ZDB-GENE-060531-23]
Lrhomboides00003097,95.556,7.15E-24,95.1,52,ENSSAUG00010007622,nr3c2,nuclear receptor subfamily 3; group C; member 2 [Source:ZFIN;Acc:ZDB-GENE-060531-23]
Lrhomboides00003098,93.548,6.76E-163,479,100,ENSSAUG00010005678,dclk2a,doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]
Lrhomboides00003099,87.261,0,1099,73,ENSSAUG00010005678,dclk2a,doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]
Lrhomboides00003100,99.162,0,1268,100,ENSSAUG00010003158,lrba,LPS-responsive vesicle trafficking; beach and anchor containing [Source:ZFIN;Acc:ZDB-GENE-090311-19]
Lrhomboides00003101,89.866,0,1353,99,ENSSAUG00010003158,lrba,LPS-responsive vesicle trafficking; beach and anchor containing [Source:ZFIN;Acc:ZDB-GENE-090311-19]
Lrhomboides00003102,98.318,0,1956,99,ENSSAUG00010003158,lrba,LPS-responsive vesicle trafficking; beach and anchor containing [Source:ZFIN;Acc:ZDB-GENE-090311-19]
Lrhomboides00003103,98.561,1.36E-89,287,81,ENSSAUG00010003158,lrba,LPS-responsive vesicle trafficking; beach and anchor containing [Source:ZFIN;Acc:ZDB-GENE-090311-19]
Lrhomboides00003104,99.248,0,549,95,ENSSAUG00010002908,rps3a,ribosomal protein S3A [Source:NCBI gene;Acc:115588348]
Lrhomboides00003105,89.293,0,1645,88,ENSSAUG00010002869,sh3d19,SH3 domain containing 19 [Source:ZFIN;Acc:ZDB-GENE-050522-481]
Lrhomboides00003106,87.2,0,1671,99,ENSSAUG00010026456,fam160a1a,family with sequence similarity 160 member A1a [Source:ZFIN;Acc:ZDB-GENE-090312-132]
Lrhomboides00003107,92.353,0,638,100,ENSSAUG00010026440,gatb,glutamyl-tRNA amidotransferase subunit B [Source:NCBI gene;Acc:115590733]
Lrhomboides00003108,92.623,1.02E-76,238,96,ENSSAUG00010026440,gatb,glutamyl-tRNA amidotransferase subunit B [Source:NCBI gene;Acc:115590733]
Lrhomboides00003109,96.858,0,1085,98,ENSSAUG00010026377,fbxw7,F-box and WD repeat domain containing 7 [Source:NCBI gene;Acc:115583395]
Lrhomboides00003110,98.305,0,559,100,ENSSAUG00010026377,fbxw7,F-box and WD repeat domain containing 7 [Source:NCBI gene;Acc:115583395]
Lrhomboides00003112,91.304,1.51E-119,342,74,ENSSAUG00010026371,tma16,translation machinery associated 16 homolog [Source:NCBI gene;Acc:115584048]
Lrhomboides00003113,94.775,0,1014,100,ENSSAUG00010026368,,membrane associated ring-CH-type finger 1 [Source:NCBI gene;Acc:115584016]
Lrhomboides00003114,85.778,4.57E-133,376,94,ENSSAUG00010026366,tmem192,transmembrane protein 192 [Source:NCBI gene;Acc:797335]
Lrhomboides00003115,77.002,0,2329,100,ENSSAUG00010026362,,LIM and calponin homology domains-containing protein 1-like [Source:NCBI gene;Acc:115583456]
Lrhomboides00003116,93.056,1.01E-153,426,100,ENSSAUG00010026360,uchl1,ubiquitin C-terminal hydrolase L1 [Source:NCBI gene;Acc:115589829]
Lrhomboides00003117,93.038,0,582,81,ENSSAUG00010026304,anxa5b,annexin A10 [Source:NCBI gene;Acc:115589710]
Lrhomboides00003118,92.89,0,1685,100,ENSSAUG00010025893,prom1b,prominin 1 b [Source:ZFIN;Acc:ZDB-GENE-031003-1]
Lrhomboides00003119,98.249,0,1158,100,ENSSAUG00010025693,tapt1b,transmembrane anterior posterior transformation 1 [Source:NCBI gene;Acc:115589142]
Lrhomboides00003120,96.137,8.77E-167,460,100,ENSSAUG00010025685,clrn2,clarin 2 [Source:NCBI gene;Acc:115579428]
Lrhomboides00003121,97.297,0,1046,100,ENSSAUG00010025619,lap3,leucine aminopeptidase 3 [Source:NCBI gene;Acc:115567648]
Lrhomboides00003122,96.891,1.22E-137,383,100,ENSSAUG00010025616,med28,mediator complex subunit 28 [Source:NCBI gene;Acc:493610]
Lrhomboides00003123,96.198,0,1200,100,ENSSAUG00010025567,klhl2,kelch like family member 2 [Source:NCBI gene;Acc:115591814]
Lrhomboides00003124,92.184,0,814,100,ENSSAUG00010025563,fgg,fibrinogen gamma chain [Source:NCBI gene;Acc:115581922]
Lrhomboides00003125,87.879,1.35E-152,426,83,ENSSAUG00010025562,lrata,lecithin retinol acyltransferase-like [Source:NCBI gene;Acc:115588564]
Lrhomboides00003126,96.279,2.65E-157,435,100,ENSSAUG00010025561,,lecithin retinol acyltransferase-like [Source:NCBI gene;Acc:115579650]
Lrhomboides00003127,97.638,8.33E-91,267,99,ENSSAUG00010025558,pdlim3a,PDZ and LIM domain 3 [Source:NCBI gene;Acc:115579936]
Lrhomboides00003128,95.21,2.60E-115,331,94,ENSSAUG00010025558,pdlim3a,PDZ and LIM domain 3 [Source:NCBI gene;Acc:115579936]
Lrhomboides00003129,91.754,0,2785,72,ENSSAUG00010025549,sorbs2a,sorbin and SH3 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-070308-2]
Lrhomboides00003130,88.074,0,1633,100,ENSSAUG00010025539,tlr3,toll like receptor 3 [Source:NCBI gene;Acc:115591605]
Lrhomboides00003131,86.759,0,910,100,ENSSAUG00010025520,cyp4v8,cytochrome P450; family 4; subfamily V; polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-061103-601]
Lrhomboides00003132,96.884,0,7105,99,ENSSAUG00010024502,fat1a,FAT atypical cadherin 1 [Source:NCBI gene;Acc:115589755]
Lrhomboides00003133,92.857,6.52E-144,405,76,ENSSAUG00010024448,frg1,FSHD region gene 1 [Source:ZFIN;Acc:ZDB-GENE-050417-324]
Lrhomboides00003134,92.01,0,737,98,ENSSAUG00010024421,asah1b,N-acylsphingosine amidohydrolase (acid ceramidase) 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1512]
