LrhomID,GOAccession,GOName,,,,,,,,,
Lrhomboides00006991,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00006991,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00006992,,,,,,,,,,,
Lrhomboides00006992,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00006994,,,,,,,,,,,
Lrhomboides00006997,,,,,,,,,,,
Lrhomboides00006998,GO:0003779,actin binding,,,,,,,,,
Lrhomboides00006998,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00006998,GO:0040011,locomotion,,,,,,,,,
Lrhomboides00006999,GO:0003924,GTPase activity,,,,,,,,,
Lrhomboides00006999,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00007000,GO:0005245,voltage-gated calcium channel activity,,,,,,,,,
Lrhomboides00007000,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007000,GO:0005891,voltage-gated calcium channel complex,,,,,,,,,
Lrhomboides00007000,GO:0055113,epiboly involved in gastrulation with mouth forming second,,,,,,,,,
Lrhomboides00007000,GO:0070588,calcium ion transmembrane transport,,,,,,,,,
Lrhomboides00007001,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007001,GO:0035091,phosphatidylinositol binding,,,,,,,,,
Lrhomboides00007001,GO:0043130,ubiquitin binding,,,,,,,,,
Lrhomboides00007002,,,,,,,,,,,
Lrhomboides00007003,GO:0001932,regulation of protein phosphorylation,,,,,,,,,
Lrhomboides00007003,GO:0004016,adenylate cyclase activity,,,,,,,,,
Lrhomboides00007003,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00007003,GO:0006171,cAMP biosynthetic process,,,,,,,,,
Lrhomboides00007003,GO:0009190,cyclic nucleotide biosynthetic process,,,,,,,,,
Lrhomboides00007003,GO:0016849,phosphorus-oxygen lyase activity,,,,,,,,,
Lrhomboides00007003,GO:0035556,intracellular signal transduction,,,,,,,,,
Lrhomboides00007003,GO:0045471,response to ethanol,,,,,,,,,
Lrhomboides00007004,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,,,,,,,,,
Lrhomboides00007005,,,,,,,,,,,
Lrhomboides00007005,GO:0030097,hemopoiesis,,,,,,,,,
Lrhomboides00007006,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007006,GO:0030215,semaphorin receptor binding,,,,,,,,,
Lrhomboides00007006,GO:0050975,sensory perception of touch,,,,,,,,,
Lrhomboides00007006,GO:0060385,axonogenesis involved in innervation,,,,,,,,,
Lrhomboides00007007,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007007,GO:0030215,semaphorin receptor binding,,,,,,,,,
Lrhomboides00007007,GO:0050975,sensory perception of touch,,,,,,,,,
Lrhomboides00007007,GO:0060385,axonogenesis involved in innervation,,,,,,,,,
Lrhomboides00007008,GO:0022857,transmembrane transporter activity,,,,,,,,,
Lrhomboides00007008,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00007009,,,,,,,,,,,
Lrhomboides00007010,GO:0001878,response to yeast,,,,,,,,,
Lrhomboides00007010,GO:0006857,oligopeptide transport,,,,,,,,,
Lrhomboides00007010,GO:0016020,membrane,,,,,,,,,
Lrhomboides00007010,GO:0022857,transmembrane transporter activity,,,,,,,,,
Lrhomboides00007010,GO:0035673,oligopeptide transmembrane transporter activity,,,,,,,,,
Lrhomboides00007010,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00007010,GO:0071916,dipeptide transmembrane transporter activity,,,,,,,,,
Lrhomboides00007011,GO:0004497,monooxygenase activity,,,,,,,,,
Lrhomboides00007011,GO:0005506,iron ion binding,,,,,,,,,
Lrhomboides00007011,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",,,,,,,,,
Lrhomboides00007011,GO:0020037,heme binding,,,,,,,,,
Lrhomboides00007012,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00007012,GO:0007507,heart development,,,,,,,,,
Lrhomboides00007012,GO:0008013,beta-catenin binding,,,,,,,,,
Lrhomboides00007012,GO:0014812,muscle cell migration,,,,,,,,,
Lrhomboides00007012,GO:0030111,regulation of Wnt signaling pathway,,,,,,,,,
Lrhomboides00007012,GO:0031016,pancreas development,,,,,,,,,
Lrhomboides00007012,GO:0032783,super elongation complex,,,,,,,,,
Lrhomboides00007012,GO:0042074,cell migration involved in gastrulation,,,,,,,,,
Lrhomboides00007012,GO:0060028,convergent extension involved in axis elongation,,,,,,,,,
Lrhomboides00007012,GO:0060029,convergent extension involved in organogenesis,,,,,,,,,
Lrhomboides00007012,GO:0070016,armadillo repeat domain binding,,,,,,,,,
Lrhomboides00007013,GO:0005085,guanyl-nucleotide exchange factor activity,,,,,,,,,
Lrhomboides00007014,GO:0003697,single-stranded DNA binding,,,,,,,,,
Lrhomboides00007014,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00007014,GO:0016070,RNA metabolic process,,,,,,,,,
Lrhomboides00007014,GO:0043565,sequence-specific DNA binding,,,,,,,,,
Lrhomboides00007015,,,,,,,,,,,
Lrhomboides00007016,GO:0004867,serine-type endopeptidase inhibitor activity,,,,,,,,,
Lrhomboides00007016,GO:0005615,extracellular space,,,,,,,,,
Lrhomboides00007017,,,,,,,,,,,
Lrhomboides00007018,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007018,GO:0046872,metal ion binding,,,,,,,,,
Lrhomboides00007019,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00007020,,,,,,,,,,,
Lrhomboides00007020,GO:0000987,cis-regulatory region sequence-specific DNA binding,,,,,,,,,
Lrhomboides00007020,GO:0021634,optic nerve formation,,,,,,,,,
Lrhomboides00007022,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00007022,GO:0003700,DNA-binding transcription factor activity,,,,,,,,,
Lrhomboides00007022,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007022,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00007022,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00007023,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,,,,,,,,,
Lrhomboides00007023,GO:0019901,protein kinase binding,,,,,,,,,
Lrhomboides00007024,GO:0001889,liver development,,,,,,,,,
Lrhomboides00007024,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00007024,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007024,GO:0007166,cell surface receptor signaling pathway,,,,,,,,,
Lrhomboides00007024,GO:0016020,membrane,,,,,,,,,
Lrhomboides00007024,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007024,GO:0016055,Wnt signaling pathway,,,,,,,,,
Lrhomboides00007024,GO:0035567,non-canonical Wnt signaling pathway,,,,,,,,,
Lrhomboides00007024,GO:0042813,Wnt-activated receptor activity,,,,,,,,,
Lrhomboides00007024,GO:0043010,camera-type eye development,,,,,,,,,
Lrhomboides00007024,GO:0048794,swim bladder development,,,,,,,,,
Lrhomboides00007024,GO:0090090,negative regulation of canonical Wnt signaling pathway,,,,,,,,,
Lrhomboides00007025,,,,,,,,,,,
Lrhomboides00007026,,,,,,,,,,,
Lrhomboides00007027,,,,,,,,,,,
Lrhomboides00007027,GO:0048514,blood vessel morphogenesis,,,,,,,,,
Lrhomboides00007028,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007028,GO:0022857,transmembrane transporter activity,,,,,,,,,
Lrhomboides00007028,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00007029,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007029,GO:0022857,transmembrane transporter activity,,,,,,,,,
Lrhomboides00007029,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00007030,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00007030,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00007031,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00007031,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007032,GO:0003779,actin binding,,,,,,,,,
Lrhomboides00007032,GO:0005102,signaling receptor binding,,,,,,,,,
Lrhomboides00007032,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00007033,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00007033,GO:0007399,nervous system development,,,,,,,,,
Lrhomboides00007033,GO:0031018,endocrine pancreas development,,,,,,,,,
Lrhomboides00007033,GO:0031099,regeneration,,,,,,,,,
Lrhomboides00007033,GO:0045746,negative regulation of Notch signaling pathway,,,,,,,,,
Lrhomboides00007033,GO:0046983,protein dimerization activity,,,,,,,,,
Lrhomboides00007033,GO:0048666,neuron development,,,,,,,,,
Lrhomboides00007033,GO:0048923,posterior lateral line neuromast hair cell differentiation,,,,,,,,,
Lrhomboides00007033,GO:0060119,inner ear receptor cell development,,,,,,,,,
Lrhomboides00007033,GO:0062139,camera-type eye photoreceptor cell development,,,,,,,,,
Lrhomboides00007034,GO:0003951,NAD+ kinase activity,,,,,,,,,
Lrhomboides00007034,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00007034,GO:0005829,cytosol,,,,,,,,,
Lrhomboides00007034,GO:0010842,retina layer formation,,,,,,,,,
Lrhomboides00007034,GO:0016301,kinase activity,,,,,,,,,
Lrhomboides00007034,GO:0042461,photoreceptor cell development,,,,,,,,,
Lrhomboides00007034,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,,,,,,,,,
Lrhomboides00007034,GO:2000425,regulation of apoptotic cell clearance,,,,,,,,,
Lrhomboides00007035,GO:0007155,cell adhesion,,,,,,,,,
Lrhomboides00007035,GO:0008305,integrin complex,,,,,,,,,
Lrhomboides00007036,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00007036,GO:0003735,structural constituent of ribosome,,,,,,,,,
Lrhomboides00007036,GO:0005840,ribosome,,,,,,,,,
Lrhomboides00007036,GO:0006412,translation,,,,,,,,,
Lrhomboides00007036,GO:0015934,large ribosomal subunit,,,,,,,,,
Lrhomboides00007037,GO:0004843,thiol-dependent deubiquitinase,,,,,,,,,
Lrhomboides00007037,GO:0006511,ubiquitin-dependent protein catabolic process,,,,,,,,,
Lrhomboides00007037,GO:0016579,protein deubiquitination,,,,,,,,,
Lrhomboides00007038,GO:0003712,transcription coregulator activity,,,,,,,,,
Lrhomboides00007038,GO:0006357,regulation of transcription by RNA polymerase II,,,,,,,,,
Lrhomboides00007038,GO:0007420,brain development,,,,,,,,,
Lrhomboides00007038,GO:0014033,neural crest cell differentiation,,,,,,,,,
Lrhomboides00007038,GO:0016592,mediator complex,,,,,,,,,
Lrhomboides00007038,GO:0019827,stem cell population maintenance,,,,,,,,,
Lrhomboides00007038,GO:0021591,ventricular system development,,,,,,,,,
Lrhomboides00007038,GO:0048514,blood vessel morphogenesis,,,,,,,,,
Lrhomboides00007038,GO:0048703,embryonic viscerocranium morphogenesis,,,,,,,,,
Lrhomboides00007039,,,,,,,,,,,
Lrhomboides00007040,,,,,,,,,,,
Lrhomboides00007041,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00007042,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00007042,GO:0001503,ossification,,,,,,,,,
Lrhomboides00007042,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00007042,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00007042,GO:0008283,cell population proliferation,,,,,,,,,
Lrhomboides00007042,GO:0030282,bone mineralization,,,,,,,,,
Lrhomboides00007042,GO:0033339,pectoral fin development,,,,,,,,,
Lrhomboides00007043,GO:0008168,methyltransferase activity,,,,,,,,,
Lrhomboides00007043,GO:0008171,O-methyltransferase activity,,,,,,,,,
Lrhomboides00007043,GO:0047429,nucleoside-triphosphate diphosphatase activity,,,,,,,,,
Lrhomboides00007044,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00007044,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00007044,GO:0007596,blood coagulation,,,,,,,,,
Lrhomboides00007044,GO:0015057,thrombin-activated receptor activity,,,,,,,,,
Lrhomboides00007044,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007044,GO:0045028,G protein-coupled purinergic nucleotide receptor activity,,,,,,,,,
Lrhomboides00007044,GO:0070493,thrombin-activated receptor signaling pathway,,,,,,,,,
Lrhomboides00007045,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",,,,,,,,,
Lrhomboides00007045,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00007045,GO:0032991,protein-containing complex,,,,,,,,,
Lrhomboides00007047,GO:0000278,mitotic cell cycle,,,,,,,,,
Lrhomboides00007047,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007049,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00007049,GO:0007399,nervous system development,,,,,,,,,
Lrhomboides00007049,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00007050,,,,,,,,,,,
Lrhomboides00007051,,,,,,,,,,,
Lrhomboides00007052,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00007052,GO:0005261,cation channel activity,,,,,,,,,
Lrhomboides00007052,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00007052,GO:0016020,membrane,,,,,,,,,
Lrhomboides00007052,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00007053,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00007053,GO:0005261,cation channel activity,,,,,,,,,
Lrhomboides00007053,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00007053,GO:0016020,membrane,,,,,,,,,
Lrhomboides00007053,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00007055,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007056,GO:0001841,neural tube formation,,,,,,,,,
Lrhomboides00007056,GO:0008589,regulation of smoothened signaling pathway,,,,,,,,,
Lrhomboides00007056,GO:0009953,dorsal/ventral pattern formation,,,,,,,,,
Lrhomboides00007056,GO:0014032,neural crest cell development,,,,,,,,,
Lrhomboides00007056,GO:0021536,diencephalon development,,,,,,,,,
Lrhomboides00007056,GO:0021846,cell proliferation in forebrain,,,,,,,,,
Lrhomboides00007056,GO:0030901,midbrain development,,,,,,,,,
Lrhomboides00007056,GO:0030902,hindbrain development,,,,,,,,,
Lrhomboides00007056,GO:0033278,cell proliferation in midbrain,,,,,,,,,
Lrhomboides00007056,GO:0042127,regulation of cell population proliferation,,,,,,,,,
Lrhomboides00007056,GO:0045892,"negative regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00007056,GO:0048385,regulation of retinoic acid receptor signaling pathway,,,,,,,,,
Lrhomboides00007056,GO:0048703,embryonic viscerocranium morphogenesis,,,,,,,,,
Lrhomboides00007056,GO:0060059,embryonic retina morphogenesis in camera-type eye,,,,,,,,,
Lrhomboides00007057,GO:0001841,neural tube formation,,,,,,,,,
Lrhomboides00007057,GO:0030901,midbrain development,,,,,,,,,
Lrhomboides00007057,GO:0033278,cell proliferation in midbrain,,,,,,,,,
Lrhomboides00007057,GO:0042127,regulation of cell population proliferation,,,,,,,,,
Lrhomboides00007057,GO:0050767,regulation of neurogenesis,,,,,,,,,
Lrhomboides00007058,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00007059,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00007059,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00007059,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007060,GO:0003700,DNA-binding transcription factor activity,,,,,,,,,
Lrhomboides00007060,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00007061,,,,,,,,,,,
Lrhomboides00007062,,,,,,,,,,,
Lrhomboides00007064,GO:0004843,thiol-dependent deubiquitinase,,,,,,,,,
Lrhomboides00007064,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007064,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00007064,GO:0006511,ubiquitin-dependent protein catabolic process,,,,,,,,,
Lrhomboides00007064,GO:0008233,peptidase activity,,,,,,,,,
Lrhomboides00007064,GO:0008234,cysteine-type peptidase activity,,,,,,,,,
Lrhomboides00007064,GO:0016787,hydrolase activity,,,,,,,,,
Lrhomboides00007064,GO:0023051,regulation of signaling,,,,,,,,,
Lrhomboides00007064,GO:0030155,regulation of cell adhesion,,,,,,,,,
Lrhomboides00007066,GO:0016829,lyase activity,,,,,,,,,
Lrhomboides00007066,GO:0042742,defense response to bacterium,,,,,,,,,
Lrhomboides00007066,GO:1903426,regulation of reactive oxygen species biosynthetic process,,,,,,,,,
Lrhomboides00007067,,,,,,,,,,,
Lrhomboides00007068,GO:0005764,lysosome,,,,,,,,,
Lrhomboides00007069,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007070,GO:0004842,ubiquitin-protein transferase activity,,,,,,,,,
Lrhomboides00007070,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00007070,GO:0007411,axon guidance,,,,,,,,,
Lrhomboides00007070,GO:0016198,axon choice point recognition,,,,,,,,,
Lrhomboides00007070,GO:0021986,habenula development,,,,,,,,,
Lrhomboides00007070,GO:0031290,retinal ganglion cell axon guidance,,,,,,,,,
Lrhomboides00007070,GO:0042068,regulation of pteridine metabolic process,,,,,,,,,
Lrhomboides00007070,GO:0048066,developmental pigmentation,,,,,,,,,
Lrhomboides00007070,GO:0048677,axon extension involved in regeneration,,,,,,,,,
Lrhomboides00007072,,,,,,,,,,,
Lrhomboides00007073,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007073,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00007074,GO:0003924,GTPase activity,,,,,,,,,
Lrhomboides00007074,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00007074,GO:0032482,Rab protein signal transduction,,,,,,,,,
Lrhomboides00007075,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00007075,GO:0008017,microtubule binding,,,,,,,,,
Lrhomboides00007075,GO:0008568,microtubule-severing ATPase activity,,,,,,,,,
Lrhomboides00007075,GO:0016887,ATP hydrolysis activity,,,,,,,,,
Lrhomboides00007075,GO:0051013,microtubule severing,,,,,,,,,
Lrhomboides00007076,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007077,,,,,,,,,,,
Lrhomboides00007079,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007080,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007080,GO:0035622,intrahepatic bile duct development,,,,,,,,,
Lrhomboides00007080,GO:0038023,signaling receptor activity,,,,,,,,,
Lrhomboides00007082,GO:0005201,extracellular matrix structural constituent,,,,,,,,,
Lrhomboides00007082,GO:0005540,hyaluronic acid binding,,,,,,,,,
Lrhomboides00007082,GO:0007601,visual perception,,,,,,,,,
Lrhomboides00007082,GO:0033165,interphotoreceptor matrix,,,,,,,,,
Lrhomboides00007083,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007084,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007084,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,,,,,,,,,
Lrhomboides00007084,GO:0042802,identical protein binding,,,,,,,,,
Lrhomboides00007084,GO:0048208,COPII vesicle coating,,,,,,,,,
Lrhomboides00007086,GO:0005789,endoplasmic reticulum membrane,,,,,,,,,
Lrhomboides00007086,GO:0007029,endoplasmic reticulum organization,,,,,,,,,
Lrhomboides00007088,,,,,,,,,,,
Lrhomboides00007088,GO:0070527,platelet aggregation,,,,,,,,,
Lrhomboides00007089,GO:0016020,membrane,,,,,,,,,
Lrhomboides00007090,,,,,,,,,,,
Lrhomboides00007091,,,,,,,,,,,
Lrhomboides00007092,GO:0003953,NAD+ nucleosidase activity,,,,,,,,,
Lrhomboides00007092,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00007093,,,,,,,,,,,
Lrhomboides00007094,GO:0032299,ribonuclease H2 complex,,,,,,,,,
Lrhomboides00007095,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00007096,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007097,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007097,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00007097,GO:0006606,protein import into nucleus,,,,,,,,,
Lrhomboides00007097,GO:0061608,nuclear import signal receptor activity,,,,,,,,,
Lrhomboides00007098,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007099,,,,,,,,,,,
Lrhomboides00007100,GO:0005085,guanyl-nucleotide exchange factor activity,,,,,,,,,
Lrhomboides00007100,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00007100,GO:0035556,intracellular signal transduction,,,,,,,,,
Lrhomboides00007101,GO:0000166,nucleotide binding,,,,,,,,,
Lrhomboides00007101,GO:0000287,magnesium ion binding,,,,,,,,,
Lrhomboides00007101,GO:0005215,transporter activity,,,,,,,,,
Lrhomboides00007101,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00007101,GO:0015914,phospholipid transport,,,,,,,,,
Lrhomboides00007101,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00007101,GO:0016887,ATP hydrolysis activity,,,,,,,,,
